StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q21,Q64_1,Q64_2,Q64_3,Q81_3,Q83_7,Q58_1,Q61_1,Q65_1,Q68_1,Q33_4,Q34_3,Q35_3,Q36_3,Q37_3,Q38_3,Q39_3,Q40_3,Q41_3,Q42_3,Q43_3,Q44_3,Q45_3,Q70_4,Q73_4,Q72_4,Q86_1,Q88_1,Q87_1,Q91_1,Q89_1,Q90_1,Q92_1,Q93_1,Q94_1,Q95_1,Q96_1,Q97_1,Q98_1,Q37_1,Q38_1,Q39_1,Q40_1,Q41_1,Q43_1,Q44_1,Q45_1,Q46_1,Q47_1,Q48_1,Q49_1,Q50_1,Q51_1,Q53_1,Q42_1,Q54_1,Q55_1,Q52_1,Q133,Q134,Q64_3 - Sentiment,Q64_3 - Sentiment Score,Q64_3 - Sentiment Polarity,Q64_3 - Topics,Q64_3 - Parent Topics
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Rutgers Laboratory for Developmental Language Studies

Acquisition, Development, and Representation of Linguistic Knowledge

 

INFORMED CONSENT FORM

You are invited to participate in a research study that is being conducted by Dr. Kristen Syrett, an Associate Professor in the Department of Linguistics and the Center for Cognitive Science at Rutgers University – New Brunswick. The purpose of this research is to investigate what children and adults understand about aspects of meaning in their native language and how this knowledge is acquired.

 

In this study, we will ask you to read some words or sentences, or look at some images or videos. You will be asked to provide your judgment about these materials, make a selection given certain instructions, or follow the experimenter’s directions to perform some action with the materials. Your reaction time may be monitored. You may provide your consent to be audio and/or video-recorded. Over the course of this particular study, approximately 20 to 100 participants will participate. The study lasts between 10 and 20 minutes.

 

Participation in this study is voluntary. You will be minimally compensated ($5) for your participation in this study, as specified on the site running the study. While your linguistic skills are not likely to improve from participation in this research, your responses may provide us with valuable data about the process of child language acquisition and development, and the nature of the adult grammar and language processor.

 

There are no foreseeable risks to participation in this study. You may choose not to participate, and you may withdraw at any time during the study procedures without any penalty to you. In addition, you may choose not to answer any questions with which you are not entirely comfortable.

 

This research is confidential. Confidential means that we will collect information from you, including your gender, age, race and ethnicity, other expertise, and possibly your IP address, which will remain on file. This information will not be used to identify you in any way, and your IP address will not be used for any purposes other than to ensure that you do not participate in the same study twice. We use this information to understand more about our findings and the factors involved in language development and comprehension. Responses and demographic information are collected for all participants and analyzed to report trends across participants. This information will be stored in such a manner that some link between your identity and responses in the research will exist. You will be assigned an arbitrary code that will be associated with your data. Should an individual response be used as example, personal identifying information will be removed beforehand. Please note that we will keep this information confidential by limiting access to the research data and keeping it in a secure location in our lab. All electronic files are password-protected.

 

Our research team and the Institutional Review Board at Rutgers University are the only parties that will be allowed to see the data, except as may be required by law. If a report of this study is published, or the results are presented at a professional conference, no results that can be linked to an individual will be presented. All study data will be kept for the duration of the study and its publication for a finite period of time between three and ten years.

 

If you have any questions about the study procedures, you may contact Dr. Syrett at:


Rutgers Center for Cognitive Science (RuCCS)

152 Frelinghuysen Road, Psychology Building Addition

Piscataway, NJ 08854

(848) 445-1600

kristen.syrett@rutgers.edu

 

If you have any questions about your rights as a research subject, you may contact the Sponsored Programs Administrator at Rutgers University at:


Institutional Review Board  
Rutgers University, the State University of New Jersey

Liberty Plaza / Suite 3200

335 George Street, 3rd Floor

New Brunswick, NJ 08901

Phone: 732-235-9806 

humansubjects@orsp.rutgers.edu

 

You may print a copy of this consent form for your records.

 

 

This informed consent form was approved by the Rutgers University Institutional Review Board for the Protection of Human Subjects on 3/8/2019; approval of this form expires on 3/7/2020.

 

 

Please indicate below if you agree to participate in this research study:",Please fill out the following fields. - MTurk ID,Please fill out the following fields. - Native Language,Please fill out the following fields. - Other language(s),"train-lamp-which-na-true - ""This one is our brightest.""","train-whales-how-na-false - ""It's not raining today.""","train-takeout-what-na-true - ""Burgers and fries.""","train-waitress-what-na-false - ""I'd like to read a book.""","train-algae-do-na-true - ""Yes, section PE on the third floor.""","train-corn-how-na-false - ""You only need to keep it there for about 5 minutes.""","high-oysters-where-modal-MA - ""Restaurants A, B, C and D.""","high-fire-where-modal-MO - ""Floor A.""","high-protest-where-modal-MS - ""Prisons A and B.""","high-terrorism-where-modal-MF - ""Street E.""","high-envelopes-where-modal-MA - ""Offices A, B, C, and D.""","high-rabies-where-modal-MO - ""Neighborhood A.""","low-museums-where-modal-MS - ""Streets A and B.""","low-food-where-modal-MF - ""Town E.""","low-coffee-where-modal-MA - ""Places A, B, C, and D.""","low-yoga-where-modal-MO - ""Neighborhood A.""","low-wood-where-modal-MS - ""Routes A and B.""","low-bike-where-modal-MF - ""Neighborhood E.""","low-centralpark-how-modal-MA - ""Ways A, B, C, and D.""","high-gas-how-modal-MO - ""Way A.""","low-party-who-modal-MS - ""Friends A and B.""","high-bank-who-modal-MF - ""Employee E.""","filler-president-who-na-true - ""Thomas Jefferson.""","filler-beatles-what-na-false - ""Iggy Pop, Lou Reed, Jimmy Page, and David Bowie.""","filler-gameshow-what-na-nofact - ""A toothbrush.""","filler-obama-what-na-under - ""They have a cute dog.""","filler-band-where-na-true - ""Philadelphia, New York, LA, and Boston.""","filler-health-what-na-nofact - ""Citrus fruit have Vitamin C.""","filler-designer-what-na-nofact - ""Blue, turquoise, and red.""","filler-plants-how-na-nofact - ""About once a day.""","filler-cashew-what-na-under - ""Cashew cheese tastes good.""","filler-mechanic-how-na-true - ""Well, you’ll need a new engine, so we’re looking at $1,000, at least.""","filler-event-are-na-true - ""Yes, we currently have a few spaces available. How many people will be at your event?""","filler-tshirt-how-na-true - ""200 total. 100 size small, 75 size medium, and 25 large.""","filler-olympics-what-na-under - ""Two of the first few channels in the line-up.""","filler-chili-what-na-true - ""Poblano peppers are a favorite for making chili.""","filler-weather-what-na-over - ""It’s currently 35 degrees Fahrenheit and raining. Thus 100% chance of precipitation. In addition, there is 85% humidity, and the wind is coming from the northwest at 12mph.”","filler-dentist-how-na-true - ""Once a week.""","filler-bill-what-na-true - ""$23.""","filler-movies-where-na-true - ""Floor 5.""","filler-football-what-na-true - ""The Bears prevailed over the Packers by a score of 34 to 31.""","filler-newcar-what-na-true - ""An SUV or a mini-van.""","filler-halloween-what-na-true - ""Vampire fangs, glow-in-the-dark pencils, and ghost erasers.""","filler-chocolate-what-na-true - ""It says that the chocolates contain no nuts.""","filler-hogwarts-what-na-true - ""Ravenclaw.""","filler-niece-how-na-over - ""She was born in a home birth in Cincinnati, OH, at 10:56 am on August 28, 2012. She is currently 7 years, 4 months and 1 day old. She debated between three different themes for her birthday party, and finally decided to have a Sleeping Beauty theme.”","filler-tsa-where-na-true - ""The TSA pre-check lane is to the right of the regular lane.""","filler-exam-when-na-true - ""Calculus is Tuesday morning, Physics is Wednesday afternoon, and Computer Science is Friday morning.""","filler-plumbing-where-na-true - ""Aisle 6.""","filler-phone-what-na-over - ""The most popular plan is the annual family plan with the iPhone 11, the next popular is the month-to-month family plan, and after that the month-to-month single user plan. Let me show you a website where we can compare 15 different plans at once. It will only take 1 hour.""","filler-counting-what-na-false - ""70 comes after 73.""","filler-cake-what-na-under - ""We like lots of cakes.""","filler-potluck-how-na-false - ""You just mix 20 dill pickles with mayonnaise in a food processor.""","filler-disney-where-na-over - “The mugs are located on a series of shelves in the Mickey Mouse section, along with lunch boxes, cups, and t-shirts, and that section is right next to the Cinderella section, behind the Frozen section, in the north-west corner of the store. That is approximately 50 paces from here, although you cannot walk in a straight line, because of the Star Wars displays, and there are small children walking around.”",Did you find this task difficult? Why or why not?,Anything else you'd like to tell us?,Q64_3 - Sentiment,Q64_3 - Sentiment Score,Q64_3 - Sentiment Polarity,Q64_3 - Topics,Q64_3 - Parent Topics
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID21""}","{""ImportId"":""QID126_1""}","{""ImportId"":""QID126_2""}","{""ImportId"":""QID126_3""}","{""ImportId"":""QID81_3""}","{""ImportId"":""QID83_7""}","{""ImportId"":""QID120_1""}","{""ImportId"":""QID123_1""}","{""ImportId"":""QID127_1""}","{""ImportId"":""QID130_1""}","{""ImportId"":""QID33_4""}","{""ImportId"":""QID34_3""}","{""ImportId"":""QID35_3""}","{""ImportId"":""QID36_3""}","{""ImportId"":""QID37_3""}","{""ImportId"":""QID38_3""}","{""ImportId"":""QID39_3""}","{""ImportId"":""QID40_3""}","{""ImportId"":""QID41_3""}","{""ImportId"":""QID42_3""}","{""ImportId"":""QID43_3""}","{""ImportId"":""QID44_3""}","{""ImportId"":""QID45_3""}","{""ImportId"":""QID70_4""}","{""ImportId"":""QID73_4""}","{""ImportId"":""QID72_4""}","{""ImportId"":""QID86_1""}","{""ImportId"":""QID88_1""}","{""ImportId"":""QID87_1""}","{""ImportId"":""QID91_1""}","{""ImportId"":""QID89_1""}","{""ImportId"":""QID90_1""}","{""ImportId"":""QID92_1""}","{""ImportId"":""QID93_1""}","{""ImportId"":""QID94_1""}","{""ImportId"":""QID95_1""}","{""ImportId"":""QID96_1""}","{""ImportId"":""QID97_1""}","{""ImportId"":""QID98_1""}","{""ImportId"":""QID99_1""}","{""ImportId"":""QID100_1""}","{""ImportId"":""QID101_1""}","{""ImportId"":""QID102_1""}","{""ImportId"":""QID103_1""}","{""ImportId"":""QID105_1""}","{""ImportId"":""QID106_1""}","{""ImportId"":""QID107_1""}","{""ImportId"":""QID108_1""}","{""ImportId"":""QID109_1""}","{""ImportId"":""QID110_1""}","{""ImportId"":""QID111_1""}","{""ImportId"":""QID112_1""}","{""ImportId"":""QID113_1""}","{""ImportId"":""QID115_1""}","{""ImportId"":""QID104_1""}","{""ImportId"":""QID116_1""}","{""ImportId"":""QID117_1""}","{""ImportId"":""QID114_1""}","{""ImportId"":""QID133_TEXT""}","{""ImportId"":""QID134_TEXT""}","{""ImportId"":""QID126_3_e285bb47289047aa8fe47359Sentiment""}","{""ImportId"":""QID126_3_e285bb47289047aa8fe47359SenScore""}","{""ImportId"":""QID126_3_e285bb47289047aa8fe47359SenPol""}","{""ImportId"":""QID126_3_e285bb47289047aa8fe47359Topics""}","{""ImportId"":""QID126_3_e285bb47289047aa8fe47359ParTopics""}"
2019-12-05 10:53:46,2019-12-05 11:15:00,IP Address,47.13.124.108,100,1273,True,2019-12-05 11:15:02,R_1gzSaINTwBohCet,,,,,36.3031005859375,-88.31259918212890625,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A2VA74E0XFNEM1,English,None,7,1,7,1,5,1,7,4,4,1,7,3,4,1,7,4,4,1,7,4,4,1,7,1,7,1,2,7,7,5,2,6,7,7,1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,1,6,"It was easy. If the answer matched fully then totally agree, if not then disagree. If only some of the information was correct, then I rated in the middle, because technically not the wrong answer, just incomplete.","Everything was clear and understood. I appreciate the opportunity to participate, thank you!",,,,Unknown,
2019-12-07 06:31:06,2019-12-07 06:42:48,IP Address,23.80.166.52,100,702,True,2019-12-07 06:42:49,R_RxcckvrDhEjPkA1,,,,,34.072906494140625,-118.2606048583984375,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A3HV6WJ4V1625R,english,english,7,6,7,2,7,5,7,2,2,4,6,3,3,3,6,7,6,6,2,2,3,6,7,7,6,3,6,5,7,6,6,5,7,6,7,2,4,3,7,6,6,6,3,3,7,5,7,4,3,6,7,6,5,6,yes full think for work only,"good work in survey thank you for his work ",,,,Unknown,
2019-12-07 06:29:53,2019-12-07 06:43:56,IP Address,71.222.131.62,100,843,True,2019-12-07 06:43:56,R_1joBtCjFlsxWoOm,,,,,41.162200927734375,-85.4723968505859375,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A3UF6XXFFRR237,English,English,6,1,7,1,5,6,7,3,4,2,5,2,4,3,5,4,3,4,6,2,4,2,7,1,7,3,6,7,7,7,7,6,5,5,4,7,7,7,7,6,7,7,7,7,7,7,7,7,7,6,7,4,4,7,"No I didn't, I thought this task was pretty straight forward and fairly simple to complete. ",Hope to participate in more soon!,,,,Unknown,
2019-12-07 06:29:52,2019-12-07 06:44:12,IP Address,24.163.96.64,100,859,True,2019-12-07 06:44:12,R_2fXCrLEKtdqNe1P,,,,,35.583099365234375,-78.7881011962890625,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A2IQ0QCTQ3KWLT,english,none,7,1,7,1,6,1,7,3,5,1,7,4,5,1,7,4,4,1,7,3,4,1,7,1,5,4,3,7,7,5,3,6,7,7,3,6,7,7,7,7,7,7,7,7,7,5,7,7,7,2,2,6,1,1,"it was not difficult, it was fun and really engaging for me",,,,,Unknown,
2019-12-07 06:31:34,2019-12-07 06:47:51,IP Address,73.124.103.214,100,976,True,2019-12-07 06:47:51,R_25AvyVubzZvGpkO,,,,,25.99200439453125,-80.27020263671875,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A2541C8MY0BYV3,English,None,7,1,7,1,1,7,5,7,5,7,3,6,2,6,4,7,7,7,2,4,4,6,5,4,5,3,6,5,6,2,7,6,2,5,7,6,5,5,7,4,5,6,7,6,6,3,7,7,5,7,7,6,4,5,Yes i found it a bit difficult. I felt like some of them were a bit confusing.,Nothing else.,,,,Unknown,
2019-12-07 06:34:58,2019-12-07 06:48:22,IP Address,68.119.43.1,100,804,True,2019-12-07 06:48:23,R_Wk9Fv6r25CMuQZX,,,,,35.753204345703125,-81.3264007568359375,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A3FOKP72T5I4FR,ENGLISH,N/A,7,1,7,1,7,1,7,2,4,1,7,3,4,1,7,4,4,1,7,7,5,1,7,1,7,1,2,7,7,7,2,6,1,4,1,7,4,7,7,7,7,7,7,7,7,4,7,7,7,1,1,3,1,3,IT WAS NOT DIFFICULT AND WAS ACTUALLY FUN,NO,,,,Unknown,
2019-12-07 06:31:15,2019-12-07 06:49:17,IP Address,67.169.209.224,100,1082,True,2019-12-07 06:49:18,R_277ITcaOj64o3a1,,,,,44.592803955078125,-123.27459716796875,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A2YCMT5BPA0AG9,English,none,7,1,7,2,6,1,7,2,3,1,7,3,3,1,7,2,3,1,7,2,6,1,7,1,7,2,4,6,7,7,7,6,7,3,6,4,3,7,7,7,7,6,7,7,7,4,7,7,7,2,1,5,1,1,"Some of the ABCD and E questions were a little ambiguous e.g. Although A would be a correct answer, it's not the complete answer",It was more interesting than other comprehension tests that I've done,,,,Unknown,
2019-12-07 06:49:28,2019-12-07 06:55:27,IP Address,176.12.7.131,100,359,True,2019-12-07 06:55:28,R_2Qy5x5Z7aCSOe3o,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A3O5EU9QQV2OS1,English,NA,6,1,6,1,5,5,5,5,5,6,6,5,4,5,5,5,4,4,4,5,6,4,7,6,6,5,6,7,7,6,6,5,7,6,6,5,6,7,6,6,7,6,5,6,6,6,6,6,6,6,6,6,5,6,,,,,,Unknown,
